method,neighbor_idx,cosine_distance,text_snippet
MUSAE,1858,0.07726222276687622,"['review', 'main', 'results', 'obtained', 'theory', 'schemata', 'genetic', 'programming', 'gp', 'emphasising', 'strengths', 'weaknesses', 'propose', 'new', 'simpler', 'definition', 'concept', 'schema', 'gp', 'closer', 'original', 'concept', 'schema', 'genetic', 'algorithms', 'gas', 'new', 'form', 'crossover', 'onepoint', 'crossover', 'point', 'mutation', 'concept', 'schema', 'used', 'derive', 'improved', 'schema', 'theorem', 'gp', 'describes', 'propagation', 'schemata', 'generation', 'discuss', 'result', 'schema', 'theorem', 'natural', 'counterpart', 'gp', 'schema', 'theorem']"
MUSAE,763,0.07739686965942383,"['compression', 'information', 'important', 'concept', 'theory', 'learning', 'argue', 'hypothesis', 'inherent', 'compression', 'pressure', 'short', 'elegant', 'general', 'solutions', 'genetic', 'programming', 'variable', 'length', 'evolutionary', 'algorithms', 'pressure', 'visible', 'size', 'complexity', 'solutions', 'measured', 'noneffective', 'code', 'segments', 'called', 'introns', 'built', 'parsimony', 'pressure', 'effects', 'complex', 'fitness', 'functions', 'crossover', 'probability', 'generality', 'maximum', 'depth', 'length', 'solutions', 'explicit', 'parsimony', 'granularity', 'fitness', 'function', 'initialization', 'depth', 'length', 'modularization', 'effects', 'positive', 'negative', 'work', 'provide', 'basis', 'analysis', 'effects', 'suggestions', 'overcome', 'negative', 'implications', 'order', 'obtain', 'balance', 'needed', 'successful', 'evolution', 'empirical', 'investigation', 'supports', 'hypothesis', 'presented']"
MUSAE,1793,0.08964306116104126,"['paper', 'carefully', 'formulate', 'schema', 'theorem', 'genetic', 'programming', 'gp', 'using', 'schema', 'definition', 'accounts', 'variable', 'length', 'nonhomologous', 'nature', 'gps', 'representation', 'manner', 'similar', 'early', 'ga', 'research', 'use', 'interpretations', 'gp', 'schema', 'theorem', 'obtain', 'gp', 'building', 'block', 'definition', 'state', 'classical', 'building', 'block', 'hypothesis', 'bbh', 'gp', 'searches', 'hierarchically', 'combining', 'building', 'blocks', 'report', 'approach', 'convincing', 'reasons', 'difficult', 'support', 'promotion', 'combination', 'building', 'blocks', 'solely', 'rigourous', 'interpretation', 'gp', 'schema', 'theorem', 'support', 'bbh', 'empirically', 'questionable', 'building', 'blocks', 'exist', 'partial', 'solutions', 'consistently', 'average', 'fitness', 'resilience', 'disruption', 'assured', 'bbh', 'constitutes', 'narrow', 'imprecise', 'account', 'gp', 'search', 'behavior']"
MUSAE,694,0.09364831447601318,"['genetic', 'programming', 'gp', 'variant', 'genetic', 'algorithms', 'data', 'structures', 'handled', 'trees', 'makes', 'gp', 'especially', 'useful', 'evolving', 'functional', 'relationships', 'computer', 'programs', 'represented', 'trees', 'symbolic', 'regression', 'determination', 'function', 'dependence', 'gx', 'approximates', 'set', 'data', 'points', 'x', 'paper', 'feasibility', 'symbolic', 'regression', 'gp', 'demonstrated', 'examples', 'taken', 'different', 'domains', 'furthermore', 'suggested', 'methods', 'literature', 'compared', 'intended', 'improve', 'gp', 'performance', 'readability', 'solutions', 'taking', 'account', 'introns', 'redundancy', 'occurs', 'trees', 'keeping', 'size', 'trees', 'small', 'experiments', 'gp', 'elegant', 'useful', 'tool', 'derive', 'complex', 'functional', 'dependencies', 'numerical', 'data']"
MUSAE,1759,0.09786480665206909,"['cases', 'programs', 'lengths', 'increase', 'known', 'bloat', 'fluff', 'increasing', 'structural', 'complexity', 'artificial', 'evolution', 'bloat', 'specific', 'genetic', 'programming', 'suggest', 'inherent', 'search', 'techniques', 'discrete', 'variable', 'length', 'representations', 'using', 'simple', 'static', 'evaluation', 'functions', 'investigate', 'bloating', 'characteristics', 'nonpopulation', 'population', 'based', 'search', 'techniques', 'using', 'novel', 'mutation', 'operator', 'artificial', 'ant', 'following', 'santa', 'fe', 'trail', 'problem', 'solved', 'simulated', 'annealing', 'hill', 'climbing', 'strict', 'hill', 'climbing', 'population', 'based', 'search', 'using', 'variants', 'new', 'subtree', 'based', 'mutation', 'operator', 'predicted', 'bloat', 'observed', 'using', 'unbiased', 'mutation', 'absent', 'simulated', 'annealing', 'hill', 'climbers', 'using', 'length', 'neutral', 'mutation', 'bloat', 'occurs', 'mutations', 'using', 'population', 'conclude', 'causes', 'bloat']"
TADW,1954,0.026854276657104492,"['cases', 'programs', 'lengths', 'increase', 'known', 'bloat', 'fluff', 'increasing', 'structural', 'complexity', 'artificial', 'evolution', 'bloat', 'specific', 'genetic', 'programming', 'suggest', 'inherent', 'search', 'techniques', 'discrete', 'variable', 'length', 'representations', 'using', 'simple', 'static', 'evaluation', 'functions', 'investigate', 'bloating', 'characteristics', 'nonpopulation', 'population', 'based', 'search', 'techniques', 'using', 'novel', 'mutation', 'operator', 'artificial', 'ant', 'following', 'santa', 'fe', 'trail', 'problem', 'solved', 'simulated', 'annealing', 'hill', 'climbing', 'strict', 'hill', 'climbing', 'population', 'based', 'search', 'using', 'variants', 'new', 'subtree', 'based', 'mutation', 'operator', 'predicted', 'bloat', 'observed', 'using', 'unbiased', 'mutation', 'absent', 'simulated', 'annealing', 'hill', 'climbers', 'using', 'length', 'neutral', 'mutation', 'bloat', 'occurs', 'mutations', 'using', 'population', 'conclude', 'causes', 'bloat', 'search', 'operators', 'length', 'bias', 'tend', 'sample', 'bigger', 'trees', 'competition', 'populations', 'favours', 'longer', 'programs', 'usually', 'reproduce', 'accurately']"
TADW,1026,0.02692192792892456,"['hollands', 'schema', 'theorem', 'widely', 'taken', 'foundation', 'explanations', 'power', 'genetic', 'algorithms', 'gas', 'dissent', 'expressed', 'implications', 'dissenting', 'arguments', 'reviewed', 'elaborated', 'explaining', 'schema', 'theorem', 'implications', 'ga', 'performing', 'interpretations', 'schema', 'theorem', 'implicitly', 'assumed', 'correlation', 'exists', 'parent', 'offspring', 'fitnesses', 'assumption', 'explicit', 'results', 'based', 'prices', 'covariance', 'selection', 'theorem', 'schemata', 'play', 'performance', 'theorems', 'derived', 'representations', 'operators', 'general', 'schemata', 'reemerge', 'recombination', 'operators', 'used', 'using', 'geiringers', 'recombination', 'distribution', 'representation', 'recombination', 'operators', 'missing', 'schema', 'theorem', 'derived', 'makes', 'explicit', 'intuition', 'ga', 'perform', 'finally', 'method', 'adaptive', 'landscape', 'analysis', 'examined', 'counterexamples', 'offered', 'commonly', 'used', 'correlation', 'statistic', 'instead', 'alternative', 'statistic', 'transmission', 'function', 'fitness', 'domain', 'proposed', 'optimal', 'statistic', 'estimating', 'ga', 'performance', 'limited', 'samples']"
TADW,763,0.02696537971496582,"['compression', 'information', 'important', 'concept', 'theory', 'learning', 'argue', 'hypothesis', 'inherent', 'compression', 'pressure', 'short', 'elegant', 'general', 'solutions', 'genetic', 'programming', 'variable', 'length', 'evolutionary', 'algorithms', 'pressure', 'visible', 'size', 'complexity', 'solutions', 'measured', 'noneffective', 'code', 'segments', 'called', 'introns', 'built', 'parsimony', 'pressure', 'effects', 'complex', 'fitness', 'functions', 'crossover', 'probability', 'generality', 'maximum', 'depth', 'length', 'solutions', 'explicit', 'parsimony', 'granularity', 'fitness', 'function', 'initialization', 'depth', 'length', 'modularization', 'effects', 'positive', 'negative', 'work', 'provide', 'basis', 'analysis', 'effects', 'suggestions', 'overcome', 'negative', 'implications', 'order', 'obtain', 'balance', 'needed', 'successful', 'evolution', 'empirical', 'investigation', 'supports', 'hypothesis', 'presented']"
TADW,238,0.0273095965385437,"['real', 'world', 'applications', 'software', 'engineers', 'recognise', 'use', 'memory', 'organised', 'data', 'structures', 'software', 'using', 'data', 'independant', 'data', 'structures', 'implementation', 'details', 'achieve', 'using', 'abstract', 'data', 'structures', 'records', 'files', 'buffers', 'demonstrate', 'genetic', 'programming', 'automatically', 'implement', 'simple', 'abstract', 'data', 'structures', 'considering', 'task', 'evolving', 'list', 'general', 'reasonably', 'efficient', 'implementations', 'automatically', 'generated', 'simple', 'primitives', 'model', 'maintaining', 'evolved', 'code', 'demonstrated', 'using', 'list', 'problem', 'published', 'work', 'genetic', 'programming', 'gp', 'evolves', 'functions', 'sideeffects', 'learn', 'patterns', 'test', 'data', 'contrast', 'human', 'written', 'programs', 'make', 'extensive', 'explicit', 'use', 'memory', 'memory', 'form', 'required', 'programming', 'turing', 'complete', 'possible', 'write', 'computable', 'program', 'inclusion', 'memory', 'make', 'interactions', 'parts', 'programs', 'complex', 'make', 'harder', 'produce', 'programs', 'despite', 'shown', 'gp', 'automatically', 'create', 'programs', 'explicitly', 'use', 'memory', 'teller', 'normal', 'genetic', 'programming', 'considerable', 'benefits', 'adopting', 'structured', 'approach', 'example', 'koza', 'shows', 'introduction', 'evolvable', 'code', 'modules', 'automatically', 'defined', 'functions', 'adfs', 'greatly', 'help', 'gp', 'reach', 'solution', 'suggest', 'corresponding', 'structured', 'approach', 'use', 'data', 'similarly', 'significant', 'advantage', 'gp', 'earlier', 'work', 'demonstrated', 'genetic', 'programming', 'automatically', 'generate', 'simple', 'abstract', 'data', 'structures', 'stacks', 'queues', 'langdon', 'gp', 'evolve', 'programs', 'organise', 'memory', 'accessed', 'simple', 'read', 'write', 'primitives', 'data', 'structures', 'used', 'external', 'software', 'needing', 'know', 'implemented', 'chapter', 'shows', 'possible', 'evolve', 'list', 'data', 'structure', 'basic', 'primitives', 'aho', 'hopcroft', 'ullman', 'suggest', 'different', 'ways', 'implement', 'list', 'experiments', 'gp', 'evolve', 'implementation', 'requires', 'list', 'components', 'agree', 'implementation', 'coevolve', 'section', 'describes', 'gp', 'architecture', 'including', 'use', 'pareto', 'multiple', 'component', 'fitness', 'scoring', 'measures', 'aimed', 'speeding', 'gp', 'search', 'evolved', 'solutions', 'described', 'section', 'section', 'presents', 'candidate', 'model', 'maintaining', 'evolved', 'software', 'followed', 'discussion', 'learned', 'conclusions', 'drawn']"
TADW,1817,0.027594923973083496,"['problem', 'programming', 'artificial', 'ant', 'follow', 'santa', 'fe', 'trail', 'used', 'example', 'program', 'search', 'space', 'previously', 'reported', 'genetic', 'programming', 'simulated', 'annealing', 'hill', 'climbing', 'performance', 'shown', 'better', 'random', 'search', 'ant', 'problem', 'analysis', 'program', 'search', 'space', 'terms', 'fixed', 'length', 'schema', 'suggests', 'highly', 'deceptive', 'simplest', 'solutions', 'large', 'building', 'blocks', 'assembled', 'average', 'fitness', 'cases', 'solutions', 'assembled', 'using', 'fixed', 'representation', 'small', 'building', 'blocks', 'average', 'fitness', 'suggest', 'ant', 'problem', 'difficult', 'genetic', 'algorithms']"
SINE,168,0.2597923278808594,"['field', 'genetic', 'programming', 'gp', 'matures', 'breadth', 'application', 'increases', 'need', 'parallel', 'implementations', 'absolutely', 'necessary', 'transputerbased', 'recently', 'presented', 'koza', 'rare', 'parallel', 'implementations', 'today', 'implementation', 'proposed', 'parallel', 'gp', 'using', 'simd', 'architecture', 'dataparallel', 'approach', 'exploited', 'workstation', 'farms', 'pipelined', 'supercomputers', 'reason', 'certainly', 'apparent', 'difficulty', 'dealing', 'parallel', 'evaluation', 'different', 'sexpressions', 'single', 'instruction', 'executed', 'time', 'processor', 'aim', 'paper', 'present', 'implementation', 'parallel', 'gp', 'simd', 'processor', 'efficiently', 'evaluate', 'different', 'sexpression', 'implemented', 'approach', 'maspar', 'mp', 'computer', 'present', 'timing', 'results', 'extent', 'simd', 'machines', 'like', 'maspar', 'available', 'offer', 'costeffective', 'cycles', 'scien', 'tific', 'experimentation', 'useful', 'approach']"
SINE,1975,0.2932474613189697,"['majority', 'commercial', 'computers', 'today', 'register', 'machines', 'von', 'neumann', 'type', 'developed', 'method', 'evolve', 'turingcomplete', 'programs', 'register', 'machine', 'described', 'implementation', 'enables', 'use', 'program', 'constructs', 'arithmetic', 'operators', 'large', 'indexed', 'memory', 'automatic', 'decomposition', 'subfunctions', 'subroutines', 'adfs', 'conditional', 'constructs', 'ifthenelse', 'jumps', 'loop', 'structures', 'recursion', 'protected', 'functions', 'string', 'list', 'functions', 'cfunction', 'compiled', 'linked', 'function', 'set', 'use', 'register', 'machine', 'language', 'allows', 'work', 'lowest', 'level', 'binary', 'machine', 'code', 'interpreting', 'steps', 'von', 'neumann', 'machine', 'programs', 'data', 'reside', 'memory', 'genetic', 'operators', 'directly', 'manipulate', 'binary', 'machine', 'code', 'memory', 'genetic', 'operators', 'written', 'clanguage', 'modify', 'individuals', 'binary', 'representation', 'result', 'execution', 'speed', 'enhancement', 'times', 'compared', 'interpreting', 'clanguage', 'implementation', 'times', 'compared', 'lisp', 'implementation', 'use', 'binary', 'machine', 'code', 'demands', 'compact', 'coding', 'byte', 'node', 'individual', 'resulting', 'evolved', 'programs', 'disassembled', 'cmodules', 'incorporated', 'conventional', 'software', 'development', 'environment', 'low', 'memory', 'requirements', 'significant', 'speed', 'enhancement', 'technique', 'use', 'applying', 'genetic', 'programming', 'new', 'application', 'areas', 'platforms', 'research', 'domains']"
SINE,956,0.2991924285888672,"['bbn', 'technical', 'report', 'abstract', 'genetic', 'programming', 'powerful', 'method', 'automatically', 'generating', 'computer', 'programs', 'process', 'natural', 'selection', 'koza', 'limitation', 'known', 'closure', 'variables', 'constants', 'arguments', 'functions', 'values', 'returned', 'functions', 'data', 'type', 'correct', 'deficiency', 'introduce', 'variation', 'genetic', 'programming', 'called', 'strongly', 'typed', 'genetic', 'programming', 'stgp', 'stgp', 'variables', 'constants', 'arguments', 'returned', 'values', 'data', 'type', 'provision', 'data', 'type', 'value', 'specified', 'allows', 'initialization', 'process', 'genetic', 'operators', 'generate', 'syntactically', 'correct', 'parse', 'trees', 'key', 'concepts', 'stgp', 'generic', 'functions', 'true', 'strongly', 'typed', 'functions', 'templates', 'classes', 'functions', 'generic', 'data', 'types', 'analogous', 'illustrate', 'stgp', 'present', 'examples', 'involving', 'vectormatrix', 'manipulation', 'list', 'manipulation', 'multidimensional', 'leastsquares', 'regression', 'problem', 'multidimensional', 'kalman', 'filter', 'list', 'manipulation', 'function', 'nth', 'list', 'manipulation', 'function', 'mapcar']"
SINE,1002,0.30530446767807007,"['paper', 'appears', 'chapter', 'kenneth', 'e', 'kinnear', 'jr', 'peter', 'j', 'angeline', 'editors', 'advances', 'genetic', 'programming', 'mit', 'press', 'abstract', 'genetic', 'programming', 'gp', 'automatic', 'method', 'generating', 'computer', 'programs', 'stored', 'data', 'structures', 'manipulated', 'evolve', 'better', 'programs', 'extension', 'restricting', 'search', 'space', 'strongly', 'typed', 'genetic', 'programming', 'stgp', 'basic', 'premise', 'removal', 'closure', 'typing', 'arguments', 'return', 'values', 'functions', 'typing', 'terminal', 'set', 'restriction', 'stgp', 'levels', 'typing', 'extend', 'stgp', 'allowing', 'type', 'hierarchy', 'allows', 'levels', 'typing']"
SINE,1432,0.3150218725204468,"['present', 'detailed', 'analysis', 'evolution', 'genetic', 'programming', 'gp', 'populations', 'using', 'problem', 'finding', 'program', 'returns', 'maximum', 'possible', 'value', 'given', 'terminal', 'function', 'set', 'depth', 'limit', 'program', 'tree', 'known', 'max', 'problem', 'confirm', 'basic', 'message', 'gathercole', 'ross', 'crossover', 'program', 'size', 'restrictions', 'responsible', 'premature', 'convergence', 'suboptimal', 'solution', 'happen', 'population', 'retains', 'high', 'level', 'variety', 'cases', 'evolution', 'suboptimal', 'solution', 'solution', 'possible', 'sufficient', 'time', 'allowed', 'cases', 'theoretical', 'models', 'presented', 'compared', 'actual', 'runs']"
